gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName
00:00,00:00:00,71,93,-22,0,4,REGULAR,0,,1,game,802,,,end,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:00,00:00:00,71,93,-22,0,4,REGULAR,0,,1,period,801,,,end,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:06,00:06:60,71,93,-22,2,4,REGULAR,0,,1,turnover,797,,,24sec,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:32,00:32:90,71,93,-22,2,4,REGULAR,3,N. Torres,1,rebound,794,792,,defensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
00:32,00:32:90,71,93,-22,1,4,REGULAR,12,J. Malonzo,0,freethrow,792,,,2of2,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
00:32,00:32:90,71,93,-22,1,4,REGULAR,12,J. Malonzo,1,freethrow,791,,,1of2,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
00:32,00:32:90,70,93,-23,1,4,REGULAR,12,J. Malonzo,1,foulon,790,789,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
00:32,00:32:90,70,93,-23,2,4,REGULAR,15,J. Clarito,1,foul,789,,,personal,0,22,Jhonard,Clarito,Jhonard,Clarito,J,C,J,C,J. Clarito
00:35,00:35:40,70,93,-23,1,4,REGULAR,12,J. Malonzo,1,rebound,786,785,,defensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
00:37,00:37:70,70,93,-23,2,4,REGULAR,15,J. Clarito,0,3pt,785,,,jumpshot,1,22,Jhonard,Clarito,Jhonard,Clarito,J,C,J,C,J. Clarito
00:52,00:52:00,70,93,-23,1,4,REGULAR,1,L. Tenorio,1,assist,783,782,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
00:52,00:52:00,70,93,-23,1,4,REGULAR,5,N. Pinto,1,3pt,782,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
01:05,01:05:00,67,93,-26,2,4,REGULAR,11,M. Nieto,1,assist,780,777,,,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
01:05,01:05:00,67,93,-26,2,4,REGULAR,14,S. Ildefonso,1,3pt,777,,,jumpshot,1,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
01:18,01:18:00,67,90,-23,1,4,REGULAR,8,J. Brownlee,1,freethrow,775,,,2of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:18,01:18:00,66,90,-24,2,4,REGULAR,4,R. Nambatac,1,substitution,773,,,out,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
01:18,01:18:00,66,90,-24,2,4,REGULAR,15,J. Clarito,1,substitution,774,,,in,0,22,Jhonard,Clarito,Jhonard,Clarito,J,C,J,C,J. Clarito
01:18,01:18:00,66,90,-24,1,4,REGULAR,8,J. Brownlee,1,freethrow,772,,,1of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:18,01:18:00,65,90,-25,1,4,REGULAR,8,J. Brownlee,1,foulon,771,770,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:18,01:18:00,65,90,-25,2,4,REGULAR,3,N. Torres,1,foul,770,,,personal,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
01:19,01:19:00,65,90,-25,1,4,REGULAR,8,J. Brownlee,1,rebound,768,765,,defensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:20,01:20:00,65,90,-25,2,4,REGULAR,14,S. Ildefonso,0,3pt,765,,,jumpshot,1,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
01:33,01:33:00,65,90,-25,1,4,REGULAR,12,J. Malonzo,1,assist,763,761,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
01:33,01:33:00,65,90,-25,1,4,REGULAR,5,N. Pinto,1,3pt,761,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
01:42,01:42:00,62,90,-28,1,4,REGULAR,1,L. Tenorio,1,rebound,760,759,,defensive,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
01:44,01:44:00,62,90,-28,2,4,REGULAR,11,M. Nieto,0,2pt,759,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
02:02,02:02:00,62,90,-28,2,4,REGULAR,14,S. Ildefonso,1,rebound,758,757,,defensive,0,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
02:05,02:05:00,62,90,-28,1,4,REGULAR,8,J. Brownlee,0,3pt,757,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
02:10,02:10:00,62,90,-28,1,4,REGULAR,13,A. Mariano,1,rebound,756,755,,offensive,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
02:12,02:12:00,62,90,-28,1,4,REGULAR,5,N. Pinto,0,3pt,755,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
02:20,02:20:00,62,90,-28,1,4,REGULAR,12,J. Malonzo,1,rebound,754,753,,defensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
02:23,02:23:00,62,90,-28,2,4,REGULAR,11,M. Nieto,0,3pt,753,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
02:38,02:38:00,62,90,-28,1,4,REGULAR,8,J. Brownlee,1,2pt,752,,,layup,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
02:38,02:38:00,60,90,-30,1,4,REGULAR,8,J. Brownlee,1,rebound,751,750,,offensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
02:42,02:42:00,60,90,-30,1,4,REGULAR,13,A. Mariano,0,2pt,750,,,jumpshot,1,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
02:56,02:56:00,60,90,-30,2,4,REGULAR,14,S. Ildefonso,1,assist,749,748,,,0,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
02:56,02:56:00,60,90,-30,2,4,REGULAR,11,M. Nieto,1,3pt,748,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
03:17,03:17:00,60,87,-27,1,4,REGULAR,5,N. Pinto,1,assist,747,746,,,0,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
03:17,03:17:00,60,87,-27,1,4,REGULAR,12,J. Malonzo,1,3pt,746,,,jumpshot,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:31,03:31:00,57,87,-30,1,4,REGULAR,0,,1,rebound,744,742,,defensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
03:32,03:32:00,57,87,-30,2,4,REGULAR,11,M. Nieto,0,2pt,742,,,drivinglayup,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
03:36,03:36:00,57,87,-30,2,4,REGULAR,11,M. Nieto,1,rebound,741,740,,offensive,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
03:38,03:38:00,57,87,-30,2,4,REGULAR,14,S. Ildefonso,0,3pt,740,,,jumpshot,1,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
03:57,03:57:00,57,87,-30,1,4,REGULAR,12,J. Malonzo,1,assist,739,738,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:57,03:57:00,57,87,-30,1,4,REGULAR,8,J. Brownlee,1,2pt,738,,,fadeaway,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:00,04:00:00,55,87,-32,2,4,REGULAR,16,S. Taylor Jr.,1,substitution,735,,,out,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
04:00,04:00:00,55,87,-32,2,4,REGULAR,12,B. Guinto,1,substitution,736,,,in,0,2,Bradwyn,Guinto,Bradwyn,Guinto,B,G,B,G,B. Guinto
04:00,04:00:00,55,87,-32,2,4,REGULAR,5,G. Norwood,1,substitution,733,,,out,0,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
04:00,04:00:00,55,87,-32,2,4,REGULAR,14,S. Ildefonso,1,substitution,734,,,in,0,10,Shaun,Ildefonso,Shaun,Ildefonso,S,I,S,I,S. Ildefonso
04:00,04:00:00,55,87,-32,1,4,REGULAR,0,,1,rebound,732,730,,offensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
04:01,04:01:00,55,87,-32,1,4,REGULAR,8,J. Brownlee,0,2pt,730,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:17,04:17:00,55,87,-32,2,4,REGULAR,4,R. Nambatac,1,assist,729,728,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
04:17,04:17:00,55,87,-32,2,4,REGULAR,11,M. Nieto,1,3pt,728,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
04:39,04:39:00,55,84,-29,2,4,REGULAR,3,N. Torres,1,rebound,727,726,,defensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
04:41,04:41:00,55,84,-29,1,4,REGULAR,8,J. Brownlee,0,3pt,726,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:44,04:44:00,55,84,-29,1,4,REGULAR,8,J. Brownlee,1,rebound,725,724,,offensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:46,04:46:00,55,84,-29,1,4,REGULAR,1,L. Tenorio,0,3pt,724,,,jumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
04:57,04:57:00,55,84,-29,1,4,REGULAR,0,,1,timeout,722,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
04:57,04:57:00,55,84,-29,1,4,REGULAR,12,J. Malonzo,1,foulon,721,720,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
04:57,04:57:00,55,84,-29,2,4,REGULAR,3,N. Torres,1,foul,720,,,personal,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
04:58,04:58:00,55,84,-29,1,4,REGULAR,12,J. Malonzo,1,rebound,718,716,,offensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
04:58,04:58:00,55,84,-29,1,4,REGULAR,1,L. Tenorio,0,3pt,716,,,jumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
05:19,05:19:00,55,84,-29,2,4,REGULAR,9,A. Caracut,1,substitution,712,,,out,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
05:19,05:19:00,55,84,-29,2,4,REGULAR,11,M. Nieto,1,substitution,713,,,in,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
05:19,05:19:00,55,84,-29,1,4,REGULAR,1,L. Tenorio,1,foulon,711,710,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
05:19,05:19:00,55,84,-29,2,4,REGULAR,9,A. Caracut,1,foul,710,,,personal,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
05:22,05:22:00,55,84,-29,1,4,REGULAR,13,A. Mariano,1,rebound,708,707,,defensive,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
05:25,05:25:00,55,84,-29,2,4,REGULAR,3,N. Torres,0,2pt,707,,,drivinglayup,1,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
05:38,05:38:00,55,84,-29,2,4,REGULAR,3,N. Torres,1,rebound,706,705,,defensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
05:40,05:40:00,55,84,-29,1,4,REGULAR,13,A. Mariano,0,2pt,705,,,layup,1,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
06:00,06:00:00,55,84,-29,2,4,REGULAR,4,R. Nambatac,1,2pt,704,,,drivinglayup,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
06:18,06:18:00,55,82,-27,2,4,REGULAR,16,S. Taylor Jr.,1,rebound,703,702,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:21,06:21:00,55,82,-27,1,4,REGULAR,8,J. Brownlee,0,3pt,702,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
06:48,06:48:00,55,82,-27,2,4,REGULAR,16,S. Taylor Jr.,1,assist,699,698,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:48,06:48:00,55,82,-27,2,4,REGULAR,9,A. Caracut,1,3pt,698,,,jumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
07:02,07:02:00,55,79,-24,1,4,REGULAR,3,J. Dillinger,1,substitution,695,,,out,0,2,Jared,Dillinger,Jared,Dillinger,J,D,J,D,J. Dillinger
07:02,07:02:00,55,79,-24,1,4,REGULAR,12,J. Malonzo,1,substitution,696,,,in,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
07:02,07:02:00,55,79,-24,2,4,REGULAR,10,L. Santillan,1,substitution,693,,,out,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
07:02,07:02:00,55,79,-24,2,4,REGULAR,5,G. Norwood,1,substitution,694,,,in,0,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
07:02,07:02:00,55,79,-24,1,4,REGULAR,1,L. Tenorio,1,turnover,692,,,badpass,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
07:20,07:20:00,55,79,-24,1,4,REGULAR,1,L. Tenorio,1,foulon,689,688,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
07:20,07:20:00,55,79,-24,2,4,REGULAR,3,N. Torres,1,foul,688,,,personal,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
07:24,07:24:00,55,79,-24,1,4,REGULAR,3,J. Dillinger,1,steal,685,683,,,0,2,Jared,Dillinger,Jared,Dillinger,J,D,J,D,J. Dillinger
07:24,07:24:00,55,79,-24,2,4,REGULAR,9,A. Caracut,1,turnover,683,,,badpass,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
07:33,07:33:00,55,79,-24,1,4,REGULAR,3,J. Dillinger,1,turnover,681,,,badpass,0,2,Jared,Dillinger,Jared,Dillinger,J,D,J,D,J. Dillinger
07:44,07:44:00,55,79,-24,1,4,REGULAR,1,L. Tenorio,1,steal,678,677,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
07:44,07:44:00,55,79,-24,2,4,REGULAR,9,A. Caracut,1,turnover,677,,,ballhandling,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
07:55,07:55:00,55,79,-24,2,4,REGULAR,3,N. Torres,1,substitution,674,,,in,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
07:55,07:55:00,55,79,-24,2,4,REGULAR,4,R. Nambatac,1,substitution,673,,,in,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
07:55,07:55:00,55,79,-24,2,4,REGULAR,8,A. Asistio,1,substitution,671,,,out,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
07:55,07:55:00,55,79,-24,2,4,REGULAR,1,M. Borboran,1,substitution,672,,,out,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
07:55,07:55:00,55,79,-24,2,4,REGULAR,1,M. Borboran,1,foulon,670,669,,,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
07:55,07:55:00,55,79,-24,1,4,REGULAR,3,J. Dillinger,1,foul,669,,,personal,0,2,Jared,Dillinger,Jared,Dillinger,J,D,J,D,J. Dillinger
08:16,08:16:00,55,79,-24,1,4,REGULAR,1,L. Tenorio,1,2pt,667,,,floatingjumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
08:22,08:22:00,53,79,-26,1,4,REGULAR,13,A. Mariano,1,rebound,666,665,,defensive,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
08:25,08:25:00,53,79,-26,2,4,REGULAR,1,M. Borboran,0,3pt,665,,,jumpshot,1,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
08:34,08:34:00,53,79,-26,2,4,REGULAR,8,A. Asistio,1,rebound,664,663,,defensive,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
08:36,08:36:00,53,79,-26,1,4,REGULAR,5,N. Pinto,0,3pt,663,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
08:58,08:58:00,53,79,-26,2,4,REGULAR,9,A. Caracut,1,2pt,662,,,pullupjumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
09:11,09:11:00,53,77,-24,1,4,REGULAR,1,L. Tenorio,1,assist,661,660,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
09:11,09:11:00,53,77,-24,1,4,REGULAR,5,N. Pinto,1,3pt,660,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
09:17,09:17:00,50,77,-27,1,4,REGULAR,5,N. Pinto,1,rebound,659,658,,defensive,0,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
09:20,09:20:00,50,77,-27,2,4,REGULAR,16,S. Taylor Jr.,0,2pt,658,,,stepbackjumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
09:38,09:38:00,50,77,-27,2,4,REGULAR,1,M. Borboran,1,foulon,656,655,,,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
09:38,09:38:00,50,77,-27,1,4,REGULAR,13,A. Mariano,1,foul,655,,,personal,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
09:40,09:40:00,50,77,-27,2,4,REGULAR,1,M. Borboran,1,rebound,653,651,,defensive,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
09:40,09:40:00,50,77,-27,1,4,REGULAR,5,N. Pinto,0,2pt,651,,,jumpshot,1,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
09:44,09:44:00,50,77,-27,1,4,REGULAR,8,J. Brownlee,1,rebound,649,648,,offensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
09:46,09:46:00,50,77,-27,1,4,REGULAR,13,A. Mariano,0,3pt,648,,,jumpshot,1,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
09:54,09:54:00,50,77,-27,1,4,REGULAR,10,C. Standhardinger,1,substitution,645,,,out,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
09:54,09:54:00,50,77,-27,1,4,REGULAR,8,J. Brownlee,1,substitution,646,,,in,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
09:54,09:54:00,50,77,-27,1,4,REGULAR,1,L. Tenorio,1,foulon,644,643,,,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
09:54,09:54:00,50,77,-27,2,4,REGULAR,8,A. Asistio,1,foul,643,,,personal,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
10:07,10:07:00,50,77,-27,2,4,REGULAR,16,S. Taylor Jr.,1,assist,641,640,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
10:07,10:07:00,50,77,-27,2,4,REGULAR,10,L. Santillan,1,2pt,640,,,layup,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:08,10:08:00,50,75,-25,2,4,REGULAR,2,J. Ponferrada,1,substitution,637,,,out,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
10:08,10:08:00,50,75,-25,2,4,REGULAR,10,L. Santillan,1,substitution,638,,,in,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:25,10:25:00,50,75,-25,1,4,REGULAR,5,N. Pinto,1,assist,633,632,,,0,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
10:25,10:25:00,50,75,-25,1,4,REGULAR,10,C. Standhardinger,1,freethrow,632,,,2of2,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:25,10:25:00,49,75,-26,2,4,REGULAR,16,S. Taylor Jr.,1,substitution,631,,,in,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
10:25,10:25:00,49,75,-26,2,4,REGULAR,9,A. Caracut,1,substitution,630,,,in,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
10:25,10:25:00,49,75,-26,2,4,REGULAR,10,L. Santillan,1,substitution,628,,,out,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:25,10:25:00,49,75,-26,2,4,REGULAR,4,R. Nambatac,1,substitution,629,,,out,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
10:25,10:25:00,49,75,-26,1,4,REGULAR,10,C. Standhardinger,0,freethrow,627,,,1of2,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:25,10:25:00,49,75,-26,1,4,REGULAR,10,C. Standhardinger,1,foulon,626,625,,,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:25,10:25:00,49,75,-26,2,4,REGULAR,10,L. Santillan,1,foul,625,,,personal,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:34,10:34:00,49,75,-26,1,4,REGULAR,10,C. Standhardinger,1,rebound,623,622,,defensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:36,10:36:00,49,75,-26,2,4,REGULAR,10,L. Santillan,0,3pt,622,,,jumpshot,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:57,10:57:00,49,75,-26,1,4,REGULAR,0,,1,turnover,620,,,24sec,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
11:25,11:25:00,49,75,-26,2,4,REGULAR,4,R. Nambatac,1,assist,618,617,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
11:25,11:25:00,49,75,-26,2,4,REGULAR,2,J. Ponferrada,1,3pt,617,,,jumpshot,1,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
11:41,11:41:00,49,72,-23,2,4,REGULAR,2,J. Ponferrada,1,rebound,616,615,,defensive,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
11:44,11:44:00,49,72,-23,1,4,REGULAR,10,C. Standhardinger,0,2pt,615,,,fadeaway,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
12:00,12:00:00,49,72,-23,0,4,REGULAR,0,,1,period,613,,,start,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:00,00:00:00,49,72,-23,0,3,REGULAR,0,,1,period,612,,,end,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:00,00:00:90,49,72,-23,2,3,REGULAR,4,R. Nambatac,0,3pt,609,,,jumpshot,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
00:06,00:06:30,49,72,-23,1,3,REGULAR,13,A. Mariano,1,substitution,606,,,in,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
00:06,00:06:30,49,72,-23,1,3,REGULAR,5,N. Pinto,1,substitution,605,,,in,0,17,Nard John,Pinto,Nard John,Pinto,N,P,N,P,N. Pinto
00:06,00:06:30,49,72,-23,1,3,REGULAR,8,J. Brownlee,1,substitution,603,,,out,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
00:06,00:06:30,49,72,-23,1,3,REGULAR,3,J. Dillinger,1,substitution,604,,,in,0,2,Jared,Dillinger,Jared,Dillinger,J,D,J,D,J. Dillinger
00:06,00:06:30,49,72,-23,1,3,REGULAR,12,J. Malonzo,1,substitution,601,,,out,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
00:06,00:06:30,49,72,-23,1,3,REGULAR,7,S. Thompson,1,substitution,602,,,out,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
00:06,00:06:30,49,72,-23,2,3,REGULAR,0,,1,timeout,600,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:10,00:10:70,49,72,-23,2,3,REGULAR,1,M. Borboran,1,rebound,596,595,,defensive,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
